287,Grappler Baki (TV),7.44,"Action, Sports, Martial Arts, Shounen",Unknown,グラップラー刃牙,TV,24,"Jan 9, 2001 to Jun 26, 2001",Winter 2001,Free-Will,Funimation,Group TAC,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1779,1744,74715,508,4003,50535,2006,2469,15702,3041,4995,10738,12104,4885,1915,716,307,152,158,bst14.jpg
288,Bakuten Shoot Beyblade,6.73,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",Beyblade,爆転シュート　ベイブレード,TV,51,"Jan 8, 2001 to Dec 24, 2001",Winter 2001,"d-rights, Heewon Entertainment","Nelvana, Discotek Media",Madhouse,Manga,23 min. per ep.,PG - Children,4754,1565,87412,358,1794,74476,1796,4413,4933,3532,4279,9037,15837,12165,7272,2574,1152,554,325,bst15.jpg
289,Comic Party,6.59,"Comedy, Drama",Comic Party,こみっくパーティー,TV,13,"Apr 2, 2001 to Jun 25, 2001",Spring 2001,KSS,"Nozomi Entertainment, Discotek Media",OLM,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,5438,3950,16900,31,516,9238,783,1017,5346,223,392,1129,2249,1589,1008,365,145,72,41,bst16.jpg
290,Seikai no Monshou,7.69,"Action, Military, Sci-Fi, Space, Romance",Crest of the Stars,星界の紋章,TV,13,"Jan 3, 1999 to Mar 28, 1999",Winter 1999,"Bandai Visual, WOWOW","Funimation, Bandai Entertainment",Sunrise,Light novel,26 min. per ep.,PG-13 - Teens 13 or older,1046,2463,42853,423,1637,20068,1117,948,19083,1622,2892,4952,3885,1645,667,259,106,48,53,bst17.jpg
291,D.C.S.S: Da Capo Second Season,7.01,"Comedy, Harem, Romance, Supernatural, Drama",D.C.S.S. ~Da Capo Second Season~,D.C.S.S. ～ダ・カーポ セカンドシーズン～,TV,26,"Jul 2, 2005 to Dec 24, 2005",Summer 2005,Unknown,Unknown,feel.,Visual novel,25 min. per ep.,PG-13 - Teens 13 or older,3606,2954,30295,37,879,19784,848,902,7882,960,1548,3001,4228,2476,1330,549,250,126,86,bst18.jpg
292,Dear Boys,6.85,"Drama, Shounen, Sports",Hoop Days,ディア・ボーイズ,TV,26,"Apr 7, 2003 to Sep 29, 2003",Spring 2003,OB Planning,Bandai Entertainment,A.C.G.T.,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4240,3745,18906,48,970,11116,935,1442,4443,455,717,1669,2770,1790,1007,380,142,90,73,bst19.jpg
293,Di Gi Charat,6.73,"Comedy, Fantasy, Sci-Fi",Unknown,デ・ジ･キャラット,TV,16,"Nov 30, 1999 to Dec 24, 1999",Fall 1999,Broccoli,"Sentai Filmworks, Synch-Point",Madhouse,Original,4 min. per ep.,G - All Ages,4758,3895,17527,108,541,10719,624,1124,4519,477,643,1328,2232,1646,1038,387,177,104,74,bst20.jpg
294,Divergence Eve,5.93,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",Unknown,ダイバージェンス・イヴ,TV,13,"Jul 2, 2003 to Sep 24, 2003",Summer 2003,"Media Factory, Imagica, KlockWorx","ADV Films, Sentai Filmworks",Radix,Original,24 min. per ep.,R+ - Mild Nudity,8440,4777,10680,7,466,4668,457,857,4232,123,134,368,788,831,572,383,235,154,116,bst20.jpg
295,Divergence Eve 2: Misaki Chronicles,6.3,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",Misaki Chronicle:Divergence Eve,みさきクロニクル 〜ダイバージェンス・イヴ〜,TV,13,"Jan 3, 2004 to Mar 27, 2004",Winter 2004,"Imagica, KlockWorx","ADV Films, Sentai Filmworks",Radix,Original,24 min. per ep.,PG-13 - Teens 13 or older,6880,5883,6386,10,271,3124,260,309,2422,89,134,276,555,531,291,172,91,57,43,bst22.jpg
296,Dragon Drive,6.73,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",Dragon Drive,ドラゴンドライブ,TV,38,"Jul 4, 2002 to Mar 27, 2003",Summer 2002,"Bandai Visual, Nihon Ad Systems, TV Tokyo Music",Bandai Entertainment,Madhouse,Manga,25 min. per ep.,PG - Children,4761,3651,20176,52,1272,10560,1591,1858,4895,410,648,1444,2546,1902,1154,434,171,110,47,bst23.jpg
297,Grenadier: Hohoemi no Senshi,6.72,"Action, Ecchi, Adventure, Comedy, Shounen",Grenadier:The Beautiful Warrior,グレネーダー 〜ほほえみの閃士〜,TV,12,"Oct 14, 2004 to Jan 13, 2005",Fall 2004,"Shochiku, Kadokawa Shoten, Toshiba Entertainment",Media Blasters,Group TAC,Manga,25 min. per ep.,PG-13 - Teens 13 or older,4815,2269,49526,69,1793,30372,1695,2365,13301,978,1762,4149,7034,4927,2742,1175,514,237,133,bst24.jpg
298,.hack//Tasogare no Udewa Densetsu,6.6,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",.hack//Legend Of The Twilight,.hack//黄昏の腕輪伝説,TV,12,"Jan 9, 2003 to Mar 27, 2003",Winter 2003,"Bandai Visual, Yomiko Advertising","Funimation, Bandai Entertainment",Bee Train,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5343,1987,60523,166,1290,43372,1824,2360,11677,1391,2264,5260,9124,7062,4101,1744,697,375,219,bst25.jpg
299,.hack//Liminality,6.61,"Game, Mystery, Sci-Fi",.hack//Liminality,.hack//LIMINALITY,OVA,4,"Jun 20, 2002 to Apr 10, 2003",Unknown,"Bandai Visual, Bandai, CyberConnect2",Bandai Entertainment,Bee Train,Original,33 min. per ep.,PG-13 - Teens 13 or older,5332,2958,30405,42,642,21632,1063,828,6240,675,1047,2453,4307,3469,2095,753,246,125,80,bst26.jpg
300,3x3 Eyes,6.77,"Action, Demons, Fantasy, Horror, Romance",3x3 Eyes,3×3EYES,OVA,4,"Jul 25, 1991 to Mar 19, 1992",Unknown,"Bandai Visual, Kodansha",Geneon Entertainment USA,Toei Animation,Manga,30 min. per ep.,R - 17+ (violence & profanity),4559,3414,22835,103,675,13962,613,742,6843,522,882,1962,3161,2087,1206,437,140,83,63,bst27.jpg
301,Cinderella Boy,6.32,"Action, Adventure, Mystery, Comedy, Seinen",Unknown,シンデレラボーイ,TV,13,"Jun 24, 2003 to Sep 16, 2003",Summer 2003,Unknown,Discotek Media,Magic Bus,Manga,25 min. per ep.,PG-13 - Teens 13 or older,6755,6128,5726,6,202,2893,269,397,1965,66,108,282,625,674,330,167,65,37,20,bst28.jpg
302,Mirai Shounen Conan,8.09,"Adventure, Drama, Sci-Fi",Future Boy Conan,未来少年コナン,TV,26,"Apr 4, 1978 to Oct 31, 1978",Spring 1978,Unknown,Unknown,Nippon Animation,Novel,29 min. per ep.,PG-13 - Teens 13 or older,428,2707,35832,450,1576,15262,1183,754,17057,2403,2623,3487,2417,901,361,110,56,34,41,bst29.jpg
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.92,"Comedy, Magic, Supernatural",Oh! My Goddess:The Adventures of Mini-Goddess,ああっ女神さまっ 小っちゃいって事は便利だねっ,TV,48,"Apr 6, 1998 to Mar 29, 1999",Spring 1998,Bandai Visual,Geneon Entertainment USA,OLM,4-koma manga,7 min. per ep.,G - All Ages,3934,3652,20009,37,544,12880,845,1176,4564,601,835,1694,2608,1822,1036,365,141,75,56,bst30.jpg
304,Aa! Megami-sama! Movie,7.57,"Comedy, Magic, Romance, Seinen, Supernatural",Ah! My Goddess:The Movie,劇場版　ああっ女神さまっ,Movie,1,21-Oct-00,Unknown,"Bandai Visual, Pony Canyon, Kodansha, Movic, Sega, Imagine",Geneon Entertainment USA,AIC,Original,1 hr. 46 min.,PG-13 - Teens 13 or older,1355,2618,37975,108,526,30233,355,253,6608,2256,3318,5518,5689,2556,1124,282,97,44,42,bst31.jpg
305,Abashiri Ikka,5.39,"Action, Comedy, Shounen",Unknown,あばしり一家,OVA,4,"May 21, 1991 to Nov 21, 1991",Unknown,Dynamic Planning,ADV Films,Studio Pierrot,Manga,18 min. per ep.,R+ - Mild Nudity,9929,7318,3665,11,126,1752,85,137,1565,43,26,97,205,308,269,186,106,79,53,bst32.jpg
306,Abenobashi Mahou☆Shoutengai,7.26,"Comedy, Parody, Ecchi, Fantasy",Magical☆Shopping Arcade Abenobashi,アベノ橋魔法☆商店街,TV,13,"Apr 4, 2002 to Jun 27, 2002",Spring 2002,"Dentsu, Starchild Records, Imagica, Rakuonsha, King Records",ADV Films,"Gainax, Madhouse",Original,24 min. per ep.,R+ - Mild Nudity,2514,1782,72414,326,2950,36280,3238,3222,26724,1701,4011,7925,8776,4269,2232,848,290,169,128,bst33.jpg
307,Kerokko Demetan,6.01,"Kids, Fantasy, Comedy",Adventures On Rainbow Pond,けろっこデメタン,TV,39,"Jan 2, 1973 to Sep 25, 1973",Winter 1973,Unknown,Unknown,Tatsunoko Production,Unknown,24 min. per ep.,PG - Children,8189,10534,965,2,32,534,49,139,211,17,18,39,91,92,71,25,21,21,10,bst34.jpg
308,Zettai Shounen,6.94,"Sci-Fi, Mystery, Drama, Fantasy, Shounen",Unknown,絶対少年,TV,26,"May 21, 2005 to Nov 19, 2005",Spring 2005,"Bandai Visual, Mellow Head, Genco, Ginga Ya, Trilogy Future Studio",Unknown,Ajia-Do,Original,25 min. per ep.,PG-13 - Teens 13 or older,3869,3946,16887,59,772,3875,823,877,10540,176,324,694,980,650,346,153,73,36,23,bst35.jpg
309,Akahori Gedou Hour Rabuge,6.16,"Comedy, Magic, Parody",Akahori's Heretical Hour Love Game,あかほり外道アワーらぶげ,TV,13,"Jul 5, 2005 to Sep 27, 2005",Summer 2005,"Lantis, Kadokawa Shoten, Studio Jack, NBCUniversal Entertainment Japan, Audio Tanaka, On The Run",Unknown,Radix,Original,24 min. per ep.,PG-13 - Teens 13 or older,7523,6564,4838,7,239,1613,218,344,2424,64,44,137,326,297,208,128,57,29,33,bst36.jpg
310,"Chiisana Obake: Acchi, Kocchi, Socchi",5.98,"Comedy, Supernatural",Three Little Ghosts,小さなおばけ アッチ・ソッチ・コッチ,TV,50,"Apr 9, 1991 to Apr 7, 1992",Spring 1991,Unknown,Unknown,Studio Pierrot,Picture book,25 min. per ep.,G - All Ages,8281,9434,1582,2,43,835,51,158,495,34,22,52,103,153,107,36,25,12,15,bst37.jpg
311,Ace wo Nerae!,7.02,"Sports, Drama, Romance, School, Shoujo",Unknown,エースをねらえ!,TV,26,"Oct 5, 1973 to Mar 29, 1974",Fall 1973,Mainichi Broadcasting System,Unknown,"Madhouse, Tokyo Movie Shinsha",Manga,24 min. per ep.,PG-13 - Teens 13 or older,3550,5100,9056,57,461,2744,446,413,4992,122,212,519,723,371,207,79,29,22,22,bst38.jpg
312,Ace wo Nerae!: Final Stage,6.52,"Action, Drama, Sports",Unknown,「エースをねらえ！」 —ファイナル・ステージ—,OVA,12,"Oct 25, 1989 to Apr 25, 1990",Unknown,Tokyo Movie Shinsha,Unknown,Unknown,Unknown,24 min. per ep.,PG-13 - Teens 13 or older,5756,9544,1503,3,84,536,56,92,735,23,21,59,109,74,67,10,5,4,5,bst39.jpg
313,Ace wo Nerae! (1979),6.83,"Sports, Drama, Romance, School, Shoujo",Aim for the Ace! (1979),エースをねらえ！,Movie,1,08-Sep-79,Unknown,Unknown,Unknown,Madhouse,Unknown,1 hr. 30 min.,PG-13 - Teens 13 or older,4296,7835,2981,7,67,1674,53,93,1094,58,128,259,362,211,135,53,21,12,12,bst40.jpg
314,Ace wo Nerae! 2,6.87,"Drama, Shoujo, Sports",Unknown,エースをねらえ！２,OVA,13,"Jul 25, 1988 to Oct 25, 1988",Unknown,"Bandai Visual, Tokyo Movie Shinsha, Movic",Unknown,Annapuru,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4155,8812,2001,18,100,809,90,95,907,50,56,102,169,110,65,17,8,3,5,bst41.jpg
315,Xiao Qian,6.5,"Action, Drama, Fantasy, Romance",A Chinese Ghost Story,チャイニーズゴーストストーリー小倩,Movie,1,31-Jul-97,Unknown,"Polygram Japan, Film Workshop",VIZ Media,Triangle Staff,Unknown,1 hr. 24 min.,PG - Children,5919,8102,2669,8,73,1314,50,86,1146,56,67,155,257,201,134,48,36,16,14,bst42.jpg
316,Nageki no Kenkou Yuuryouji,6.19,"Comedy, Hentai, Yuri","F3:Frantic, Frustrated & Female",嘆きの健康優良児,OVA,3,"Aug 5, 1994 to Oct 13, 1995",Unknown,"Pink Pineapple, Critical Mass Video","Media Blasters, SoftCel Pictures",AIC,Unknown,24 min. per ep.,Rx - Hentai,NULL,6737,4520,21,269,2475,169,175,1432,100,112,207,382,360,262,124,77,44,39,bst43.jpg
317,Final Fantasy VII: Advent Children,7.76,"Action, Super Power, Fantasy",Unknown,ファイナルファンタジーVII アドベントチルドレン,Movie,1,14-Sep-05,Unknown,Unknown,Sony Pictures Entertainment,Square Enix,Game,1 hr. 41 min.,PG-13 - Teens 13 or older,890,782,191069,1202,1283,178810,456,460,10060,21459,24033,33054,29241,13517,6182,2560,952,527,329,bst44.jpg
318,Hand Maid May,6.73,"Comedy, Ecchi, Harem, Romance, Sci-Fi",Unknown,HAND MAID メイ,TV,10,"Jul 26, 2000 to Sep 27, 2000",Summer 2000,"Geneon Universal Entertainment, Pioneer LDC, Cosmic Ray",Geneon Entertainment USA,"TNK, Production Reed",Original,23 min. per ep.,PG-13 - Teens 13 or older,4768,3240,25549,33,871,16773,700,1001,6204,527,965,2097,3698,2590,1403,571,210,124,59,bst45.jpg
319,Happy World!,6.02,"Ecchi, Fantasy, Comedy, Romance",Unknown,Happy World!,OVA,3,"Dec 13, 2002 to Jun 27, 2003",Unknown,"KSS, Soft Garage",Unknown,Zexcs,Manga,30 min. per ep.,R+ - Mild Nudity,8150,6218,5528,6,127,3648,124,158,1471,81,105,279,575,655,493,229,119,54,34,bst46.jpg
320,A Kite,6.56,"Action, Hentai, Police, Drama",Kite,A KITE（カイト）,OVA,2,"Feb 25, 1998 to Oct 25, 1998",Unknown,"Green Bunny, BEAM Entertainment",Media Blasters,Arms,Original,26 min. per ep.,Rx - Hentai,NULL,2294,48597,214,1219,33238,568,617,12955,1131,1800,4328,6886,5353,3063,1393,618,413,303,bst47.jpg
321,Najica Dengeki Sakusen,6,"Action, Ecchi, Comedy, Sci-Fi",Najica Blitz Tactics,ナジカ電撃作戦,TV,12,"Oct 5, 2001 to Dec 27, 2001",Fall 2001,"GDH, Media Factory, Nippon Columbia",ADV Films,"Studio Fantasia, Amber Film Works",Original,23 min. per ep.,R+ - Mild Nudity,8229,4443,12788,10,487,7280,454,910,3657,144,231,585,1350,1432,1023,579,284,174,103,bst48.jpg
322,Paradise Kiss,7.83,"Comedy, Drama, Josei, Romance, Slice of Life",Paradise Kiss,Paradise kiss,TV,12,"Oct 14, 2005 to Dec 30, 2005",Fall 2005,"Aniplex, Fuji TV",Geneon Entertainment USA,Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),769,983,150951,2842,5461,90827,4289,4516,45858,9769,14423,19636,16048,6720,2927,1118,433,225,204,bst49.jpg
323,Mousou Dairinin,7.68,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",Paranoia Agent,妄想代理人,TV,13,"Feb 3, 2004 to May 18, 2004",Winter 2004,"WOWOW, Asmik Ace, Tohokushinsha Film Corporation","Funimation, Geneon Entertainment USA",Madhouse,Original,24 min. per ep.,R+ - Mild Nudity,1085,489,288459,4214,14579,136786,11188,7967,117939,13249,22455,33570,26169,11470,4973,2692,950,547,546,bst50.jpg
324,Kidou Keisatsu Patlabor: On Television,7.69,"Comedy, Mecha, Police, Sci-Fi",Patlabor:The Mobile Police - The TV Series,機動警察パトレイバー ON TELEVISION,TV,47,"Oct 11, 1989 to Sep 26, 1990",Fall 1989,Tohokushinsha Film Corporation,"Central Park Media, Maiden Japan",Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,1063,3054,28592,361,1988,9119,1642,1000,14843,793,1201,2484,2169,831,365,102,36,12,18,hayao.jpg
325,Peach Girl,7,"Slice of Life, Drama, Romance, School, Shoujo",Peach Girl:Super Pop Love Hurricane,ピーチガール,TV,25,"Jan 8, 2005 to Jun 25, 2005",Winter 2005,"TV Tokyo, Marvelous, Studio Jack",Funimation,Studio Comet,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3650,1683,79223,815,2808,52978,2517,5523,15397,3550,4907,8200,10506,6750,4025,2131,966,670,587,hc.jpg
326,Petshop of Horrors,7.27,"Horror, Josei, Mystery, Supernatural",Pet Shop of Horrors,Pet Shop of Horrors (ペットショップ・オブ・ホラーズ),TV,4,"Mar 2, 1999 to Mar 23, 1999",Winter 1999,"Trans Arts, TBS","Sentai Filmworks, Urban Vision",Madhouse,Manga,22 min. per ep.,R - 17+ (violence & profanity),2492,2229,51510,339,1158,33334,817,833,15368,2229,3452,6091,7132,3902,1870,725,266,113,98,dp.jpg
327,Puchi Pri*Yucie,7.42,"Comedy, Magic, Fantasy, Shoujo",Petite Princess Yucie,ぷちぷり＊ユーシィ,TV,26,"Sep 30, 2002 to Mar 24, 2003",Fall 2002,Unknown,ADV Films,Gainax,Original,25 min. per ep.,G - All Ages,1819,4531,12118,83,490,6683,481,552,3912,534,689,1222,1340,743,405,102,30,22,14,sport.jpg
328,Piano (TV),6.02,"Music, Slice of Life, Drama, Romance, Shoujo",Piano:The Melody of a Young Girl's Heart,PIANO,TV,10,"Nov 11, 2002 to Jan 13, 2003",Fall 2002,"animate Film, Kids Station, Pioneer LDC",Nozomi Entertainment,OLM,Original,24 min. per ep.,G - All Ages,8155,5442,7678,8,274,3396,332,646,3030,84,114,291,630,681,552,275,118,61,58,school.jpg
329,Planetes,8.31,"Drama, Romance, Sci-Fi, Seinen, Space",Planetes,プラネテス,TV,26,"Oct 4, 2003 to Apr 17, 2004",Fall 2003,"Bandai Visual, NHK",Bandai Entertainment,Sunrise,Manga,25 min. per ep.,PG-13 - Teens 13 or older,219,762,195630,3540,11078,70506,8862,5944,99240,10836,18748,18579,9310,3409,1575,646,258,133,180,rank.jpg
330,Midori no Hibi,7.28,"Comedy, Drama, Romance, Ecchi, Shounen",Midori Days,美鳥の日々,TV,13,"Apr 4, 2004 to Jun 27, 2004",Spring 2004,"Bandai Visual, Lantis","Media Blasters, NYAV Post",Studio Pierrot,Manga,24 min. per ep.,R+ - Mild Nudity,2430,1081,136704,603,3958,97410,3158,4179,27999,4886,9451,19773,22705,11132,5010,1826,723,391,317,bst0.jpg
331,Mahoujin Guruguru,7.61,"Adventure, Comedy, Magic, Fantasy, Shounen",Magical Circle Guru Guru,魔法陣グルグル,TV,45,"Oct 13, 1994 to Sep 14, 1995",Fall 1994,"Dentsu, Asahi Broadcasting",Unknown,Nippon Animation,Manga,23 min. per ep.,G - All Ages,1256,5148,8821,66,542,3374,588,552,3765,325,415,805,806,327,127,34,12,12,14,bst1.jpg
332,Dokidoki♡Densetsu: Mahoujin Guruguru,7.19,"Adventure, Comedy, Magic, Fantasy, Shounen",Magical Circle Guru Guru 2,ドキドキ♡伝説 魔法陣グルグル,TV,38,"Apr 4, 2000 to Dec 26, 2000",Spring 2000,"TV Tokyo, Sotsu",Unknown,Nippon Animation,Manga,23 min. per ep.,G - All Ages,2814,7592,3287,9,158,1563,162,194,1210,112,142,276,351,198,79,18,11,8,11,bst2.jpg
333,Mama wa Shougaku 4 Nensei,7.21,"Comedy, Drama, Sci-Fi",Mama is Just a Fourth Grade Pupil,ママは小学４年生,TV,51,"Jan 10, 1992 to Dec 25, 1992",Winter 1992,Unknown,Unknown,Sunrise,Original,24 min. per ep.,PG - Children,2749,6922,4232,24,212,2071,235,205,1509,173,172,360,438,281,114,40,19,17,10,bst2.jpg
334,Marmalade Boy,7.49,"Comedy, Drama, Romance, Shoujo",Marmalade Boy,ママレード・ボーイ,TV,76,"Mar 13, 1994 to Sep 3, 1995",Spring 1994,Asahi Broadcasting,"Discotek Media, Tokyopop",Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1621,2474,42135,578,2957,20651,2972,3067,12488,2237,2484,3997,4496,2396,1227,463,192,97,96,bst3.jpg
335,Matantei Loki Ragnarok,7.29,"Comedy, Magic, Mystery, Shounen, Supernatural",Mythical Detective Loki Ragnarok,魔探偵ロキ RAGNAROK,TV,26,"Apr 5, 2003 to Sep 27, 2003",Spring 2003,"TV Tokyo, Rakuonsha","ADV Films, Sentai Filmworks",Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2400,2779,33954,208,1538,18599,1841,1978,9998,1270,1745,3518,4330,2281,1262,379,148,66,50,bst3.jpg
336,Ginyuu Mokushiroku Meine Liebe,6.46,"Fantasy, Shoujo",Unknown,吟遊黙示録 マイネリーベ,TV,13,"Nov 4, 2004 to Feb 3, 2005",Fall 2004,Rondo Robe,Unknown,Bee Train,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,6117,4629,11611,34,505,4246,617,936,5307,150,239,533,956,817,586,245,100,72,51,bst4.jpg
337,Psychic Academy,6.24,"Comedy, Romance, Supernatural",Psychic Academy,サイキックアカデミー煌羅万象,TV,24,"Mar 29, 2002 to Sep 13, 2002",Spring 2002,"Starchild Records, GANSIS",Tokyopop,E&G Films,Manga,11 min. per ep.,PG-13 - Teens 13 or older,7178,4910,9977,8,363,5925,296,509,2884,166,227,543,1034,1003,682,338,171,94,72,bst4.jpg
338,Versailles no Bara,8.33,"Military, Historical, Drama, Romance, Shoujo",The Rose of Versailles,ベルサイユのばら,TV,40,"Oct 10, 1979 to Sep 3, 1980",Fall 1979,Nippon Television Network,"Nozomi Entertainment, Discotek Media",Tokyo Movie Shinsha,Manga,24 min. per ep.,PG-13 - Teens 13 or older,206,1832,68422,2375,4264,25057,3813,2311,32977,5620,5081,5459,3342,1418,645,298,124,72,138,bst5.jpg
339,Serial Experiments Lain,8.03,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",Serial Experiments Lain,シリアルエクスペリメンツレイン,TV,13,"Jul 6, 1998 to Sep 28, 1998",Summer 1998,"TV Tokyo, Geneon Universal Entertainment, Genco, Pioneer LDC, TV Tokyo Music, Fujipacific Music","Funimation, Geneon Entertainment USA",Triangle Staff,Original,23 min. per ep.,R - 17+ (violence & profanity),509,255,480696,16764,30943,218721,23045,15267,192720,39531,41993,47711,31785,14563,7223,4016,1690,1083,1345,bst5.jpg
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.59,"Action, Historical, Martial Arts, Samurai, Shounen",Time of Shura,陸奥圓明流外伝 修羅の刻,TV,26,"Apr 6, 2004 to Sep 28, 2004",Spring 2004,"TV Tokyo, Sotsu, Marvelous, Media Factory",Media Blasters,Studio Comet,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1324,3579,20829,131,1120,11039,748,808,7114,844,1416,2587,2350,1030,454,136,58,33,32,bst6.jpg
341,Spiral: Suiri no Kizuna,7.25,"Drama, Mystery, Shounen",Spiral:Bond of Reasoning,スパイラル -推理の絆-,TV,25,"Oct 1, 2002 to Mar 25, 2003",Fall 2002,"TV Tokyo, Aniplex, Sotsu, SME Visual Works",Funimation,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2555,2340,46893,324,1941,25819,2518,2412,14203,1754,2713,4739,5961,3204,1650,678,252,118,86,bst6.jpg
342,Starship Operators,7,"Drama, Military, Sci-Fi, Space",Unknown,スターシップ・オペレーターズ,TV,13,"Jan 5, 2005 to Mar 30, 2005",Winter 2005,Geneon Universal Entertainment,Geneon Entertainment USA,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3653,4346,13490,39,586,5725,562,668,5949,212,472,1058,1386,817,472,168,70,30,30,bst7.jpg
343,Tsukuyomi: Moon Phase,7,"Comedy, Romance, Vampire, Fantasy, Seinen",Tsukuyomi:Moon Phase,月詠 −MOON PHASE−,TV,25,"Oct 5, 2004 to Mar 29, 2005",Fall 2004,Unknown,Funimation,Shaft,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3657,1896,65203,300,3823,31849,4300,4895,20336,1466,2597,5628,7921,4765,2652,1130,474,238,157,bst8.jpg
344,Futatsu no Spica,7.37,"Sci-Fi, Supernatural, Drama, School",Twin Spica,ふたつのスピカ,TV,20,"Nov 1, 2003 to Mar 27, 2004",Fall 2003,NHK,Unknown,Group TAC,Manga,25 min. per ep.,PG-13 - Teens 13 or older,2034,5177,8664,63,295,4077,425,395,3472,276,452,881,938,475,230,73,20,13,12,bst8.jpg
345,Eikoku Koi Monogatari Emma,7.67,"Slice of Life, Historical, Drama, Romance, Seinen",Emma:A Victorian Romance,英國戀物語エマ,TV,12,"Apr 3, 2005 to Jun 19, 2005",Spring 2005,"Pony Canyon, TBS, Toshiba Entertainment, Fuji Creative",Nozomi Entertainment,Studio Pierrot,Manga,25 min. per ep.,G - All Ages,1097,2434,43246,270,1878,17473,1602,1394,20899,1347,2454,4458,3684,1536,667,197,74,47,36,bst7.jpg
346,W: Wish,6.19,"Drama, Harem, Romance, School, Slice of Life",Double Wish,W 〜ウィッシュ〜,TV,13,"Oct 3, 2004 to Dec 26, 2004",Fall 2004,Unknown,Unknown,"Trinet Entertainment, Picture Magic",Visual novel,12 min. per ep.,PG-13 - Teens 13 or older,7381,4319,13650,16,528,6726,459,643,5294,172,224,606,1186,1232,820,411,202,95,64,bst9.jpg
347,Wild Arms: Twilight Venom,6.66,"Action, Sci-Fi, Adventure, Magic, Vampire, Fantasy",Wild Arms,ワイルドアームズ トワイライトヴェノム,TV,22,"Oct 18, 1999 to Mar 27, 2000",Fall 1999,"Aniplex, WOWOW",ADV Films,Bee Train,Game,24 min. per ep.,PG-13 - Teens 13 or older,5112,5760,6728,15,290,3355,344,458,2281,119,174,446,773,555,360,161,55,36,21,bst9.jpg
348,Binzume Yousei,6.45,"Comedy, Fantasy, Magic, Slice of Life",Bottle Fairy,瓶詰妖精,TV,13,"Oct 3, 2003 to Dec 26, 2003",Fall 2003,"Hal Film Maker, Genco, Starchild Records",Geneon Entertainment USA,Xebec,Original,13 min. per ep.,G - All Ages,6151,3995,16433,48,591,8775,840,1448,4779,290,456,1050,1865,1705,1055,487,219,132,111,bst10.jpg
349,Magical Canan,6.19,"Supernatural, Drama, Magic, Fantasy",Magical Kanan,まじかるカナン,TV,13,"Jan 1, 2005 to Mar 26, 2005",Winter 2005,Unknown,Discotek Media,AIC ASTA,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,7413,6789,4439,5,218,1668,153,235,2165,63,65,134,272,287,203,92,55,37,19,bst10.jpg
350,Ojamajo Doremi,7.21,"Comedy, Magic",Magical DoReMi,おジャ魔女どれみ,TV,51,"Feb 7, 1999 to Jan 30, 2000",Winter 1999,Asahi Broadcasting,4Kids Entertainment,Toei Animation,Original,24 min. per ep.,G - All Ages,2738,2562,39689,491,2031,24758,2011,2175,8714,1659,1991,3796,5293,3115,1530,374,173,82,65,bst11.jpg
351,Ojamajo Doremi Sharp,7.34,"Comedy, Magic, Shoujo",Unknown,おジャ魔女どれみ＃,TV,49,"Feb 6, 2000 to Jan 28, 2001",Winter 2000,Asahi Broadcasting,Unknown,Toei Animation,Original,24 min. per ep.,G - All Ages,2141,4084,15723,78,607,11846,472,424,2374,822,1018,1728,2288,1258,536,138,55,26,26,bst11.jpg
352,Motto! Ojamajo Doremi,7.34,"Magic, Fantasy, Comedy, Shoujo",More! Useless Witch Doremi,も〜っと！おジャ魔女どれみ,TV,50,"Feb 4, 2001 to Jan 27, 2002",Winter 2001,Asahi Broadcasting,Unknown,Toei Animation,Original,24 min. per ep.,G - All Ages,2166,4048,15987,105,516,11423,560,652,2836,860,958,1661,2202,1261,529,160,51,36,31,bst12.jpg
